canonical_id,CNN,GAT,GCN,GNN,pattern_label,pattern_bits
box6752,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box6753,False,False,True,False,"GCN (missing: CNN, GAT, GNN)",0010
box6767,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box6782,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box6784,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box6787,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box6799,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box6802,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box681,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box682,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box684,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box6939,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box6940,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box6954,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box6955,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box697,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7055,True,False,False,False,"CNN (missing: GAT, GCN, GNN)",1000
box7084,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7117,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box7127,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box7142,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box7148,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box7159,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box7162,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box7414,True,False,False,False,"CNN (missing: GAT, GCN, GNN)",1000
box7460,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7492,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7538,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box7820,True,True,False,True,CNN & GAT & GNN (missing: GCN),1101
box7821,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box7822,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7848,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7851,False,False,True,False,"GCN (missing: CNN, GAT, GNN)",0010
box7855,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7870,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7879,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7883,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7884,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box7898,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8149,True,False,True,True,CNN & GCN & GNN (missing: GAT),1011
box8164,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8165,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8167,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8179,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8180,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8183,True,False,False,True,"CNN & GNN (missing: GAT, GCN)",1001
box8199,True,True,False,True,CNN & GAT & GNN (missing: GCN),1101
box8241,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box8539,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box8542,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8543,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box8553,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box8555,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8559,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8570,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8574,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8589,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8918,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8919,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box8931,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box8948,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box950,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box952,False,True,True,True,GAT & GCN & GNN (missing: CNN),0111
box953,False,False,True,True,"GCN & GNN (missing: CNN, GAT)",0011
box962,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box964,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box967,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box977,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box978,False,True,False,True,"GAT & GNN (missing: CNN, GCN)",0101
box982,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
box992,False,True,False,False,"GAT (missing: CNN, GCN, GNN)",0100
box993,False,False,False,True,"GNN (missing: CNN, GAT, GCN)",0001
